Temperature,Moisture,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Soil,Crop
4.011486444,0.753631151,299.541502,5.380636771,77.75132974,49.06115991,64.55999457,3.241983684,2,Rubber
21.50747982,0.864383872,184.8705814,6.760454667,68.44308175,68.25740509,80.68965587,0.890320494,2,rice
50.17984508,0.438883394,77.54462388,6.89271341,60.5463451,90.38955094,89.14189713,1.576917866,3,wheat
29.36565541,0.720682813,32.17121947,6.324383941,52.41620396,70.03263786,49.50641489,1.738453005,2,muskmelon
23.10420814,0.513427374,39.81008207,7.92582309,52.71841956,65.50468078,44.9078905,1.33735307,1,Lentil
28.26974538,0.590555328,205.366538,6.550702715,68.65078924,58.19281301,86.25517305,1.447072094,2,Jute
50.52190925,0.461631708,28.5469452,6.620870734,51.04538617,38.4672005,45.06888254,2.262008015,2,millet
29.18732485,0.659885779,122.373603,6.076835821,62.86748992,55.62700647,49.47236965,1.806314963,2,banana
31.5098168,0.790060385,79.62293404,7.062208253,58.27231273,145.6415294,95.75525735,1.016942495,0,Black gram
21.90710663,0.681562166,102.4717658,5.869094978,63.52570061,41.37986985,47.57280082,2.321707438,2,apple
18.18719319,0.533198408,74.41581197,6.626949523,55.23400636,65.53419867,54.97042416,1.706525502,2,grapes
26.90457592,0.486405736,75.34470171,7.031663666,54.03156203,89.26546984,68.65479554,1.75208549,3,Black gram
26.97030763,0.666842804,97.48496387,6.929523278,62.40872204,153.2987087,112.4140321,1.457072541,0,Cotton
28.43150015,0.545204928,46.84218988,6.306802458,56.56825297,87.29787853,52.41567807,-0.280559958,3,Mung Bean
32.02133703,0.643559455,51.32827558,7.226557818,60.10199747,141.73302,115.5792527,0.852759693,0,Black gram
22.46920283,0.744460186,94.38697463,6.869612798,59.43263207,144.6593555,112.6118311,2.15995896,0,Cotton
30.00325885,0.760150766,195.6630519,6.813769684,81.15005693,150.8417049,135.5247037,2.194656444,0,papaya
28.95856891,0.655387195,125.2582127,7.188397027,61.76770416,68.41178144,63.14821017,1.307011718,0,Coffee
17.77401916,0.426017735,148.7963167,4.760345982,52.71524992,27.80753534,34.91014511,2.049579731,2,Pigeon Peas
20.91171224,0.47944725,79.44430389,7.749608467,51.20140146,37.42520314,51.75272483,1.753640928,1,Chickpea
27.14512986,0.227436131,182.9866539,6.25807328,65.59323244,36.81796185,80.58636796,2.365373105,2,Coffee
20.71507911,0.642316475,228.9911801,4.496190546,64.29720461,39.28080359,48.26416372,0.551295875,2,Tea
15.25950491,0.737605456,64.64958959,6.904177492,50.29710898,70.73294485,152.7296859,1.292989427,0,Chickpea
35.89947642,0.472480276,95.9700275,6.561199589,59.9366636,-37.64973873,96.56077223,1.942374933,3,mango
26.95073391,0.394934587,107.1212379,6.622068107,63.33403531,58.38663579,73.29283447,0.857376678,2,wheat
20.3277886,0.79769165,106.473449,6.084593431,62.54602848,65.41441723,54.96207014,1.369790418,1,apple
32.07663776,0.509797978,89.85996124,7.594472465,60.15414628,81.91814203,66.41923527,1.323328152,3,Black gram
22.2689271,0.691030407,207.8133634,6.659527476,64.71076563,64.50882615,78.98778012,1.211270476,2,Jute
46.42431523,0.600067156,44.37854091,7.135322161,49.72586105,45.86525402,72.79637645,1.010055211,0,millet
25.59423212,0.439662111,42.00073223,9.512412306,53.56050023,49.35683448,38.57777471,0.858753238,1,Moth Beans
27.64021907,0.73199989,125.7879108,6.937793412,65.28868637,149.0687213,145.551239,3.241983684,0,orange
25.72422997,0.446289649,53.19755534,6.210635778,56.85677902,81.15822414,46.55796796,2.218183623,2,watermelon
31.81434205,0.402575162,33.59486066,7.70699142,55.45693128,50.1146624,45.43736616,2.093220514,1,Moth Beans
21.19322694,0.632003859,85.33869337,6.83039009,53.9290011,135.8897429,88.83312099,1.06689942,0,maize
21.24983957,0.743850787,191.2824737,6.989162384,68.26590661,153.5704484,152.442148,2.091261096,0,rice
22.9051714,0.749218173,82.9129217,7.76622202,62.34970438,54.72895774,58.05472039,0.629199393,4,Cotton
28.29444233,0.55845596,48.23571469,6.603824593,59.48773059,92.68891835,54.09512477,0.697120346,3,Mung Bean
28.87230834,0.759910693,214.2978591,5.717626692,73.53155949,48.60656121,62.33839662,1.910505474,1,Rubber
25.92064705,0.430736336,49.27354143,8.82843282,51.42148521,78.86035878,54.6964137,1.356691369,3,watermelon
50.17984508,0.452319332,75.439443,8.13125356,59.13404719,54.19351411,50.06757579,2.305436514,1,Cotton
26.01071699,0.227436131,174.5638797,5.120803767,67.91967038,45.9559536,50.9839333,1.412937377,2,Sugarcane
16.52184829,0.659501491,306.0816006,6.985996315,55.27095051,148.3720316,104.1090078,0.554246208,0,maize
15.73790665,0.756076954,101.1885653,3.908612908,49.0030822,35.51790433,-20.50910839,1.466678621,1,Kidney Beans
21.11848062,0.803484331,306.0816006,7.269644882,60.19238805,136.0119733,146.1103711,0.852686882,0,pomegranate
25.56108772,0.502534342,208.1705265,6.479025875,84.88770697,65.58185927,75.44155371,2.210440204,2,Coconut
50.04301809,0.72419133,172.7549202,5.855334796,68.62088783,60.75370423,57.77448745,-0.280559958,2,Adzuki Beans
23.78449418,0.594778208,113.6673894,5.58590352,64.21011615,60.89139293,54.02507279,2.0832503,2,apple
22.90459808,0.772051679,299.5021554,6.152159132,78.15788162,50.63438295,159.5640307,1.194017053,1,rice
17.11610809,0.750779267,306.0816006,7.216334331,51.66026042,75.89020667,147.8391317,1.695735113,0,Chickpea
43.61807951,0.786216369,77.62484332,6.899728785,66.03475963,177.3144812,132.428958,2.246894309,0,papaya
15.97201854,0.436666162,73.14564168,7.766857808,50.59859964,38.57834013,59.85351734,0.728814713,4,Chickpea
26.35110261,0.712627979,52.19653162,6.313309098,55.44671103,75.78512424,63.15340951,1.939859913,0,watermelon
52.64713353,0.972361206,49.35085905,7.460059324,58.64138735,53.33467708,54.91131406,2.42399599,3,Adzuki Beans
19.75261831,0.803061228,115.1711966,6.74286875,60.56300768,65.31438468,53.99259548,2.274492915,1,orange
54.86236309,0.972361206,124.826265,6.438738722,74.79939362,57.05454895,71.22460929,2.151362763,2,Adzuki Beans
54.21882131,0.709872491,103.6353685,6.724035806,59.8475891,67.29498387,88.42392426,1.765454168,0,Adzuki Beans
22.37761366,0.58501842,81.01036092,5.915287732,52.97414485,177.3144812,56.51481942,1.3073576,2,Kidney Beans
26.39572328,0.637490313,98.16903093,6.225483776,59.37909685,66.6809194,48.35536046,2.610672214,2,banana
23.13533968,0.465511752,192.2791913,6.624075053,71.6288571,117.1587827,141.0256761,0.617150354,3,Jute
29.55063879,0.473096872,148.219842,6.181720811,71.25468644,61.23591902,65.3277134,2.246471766,2,Coconut
26.84675731,0.464774467,53.82807328,7.757510706,56.03829937,54.97058982,55.12333981,2.289434821,1,Black gram
27.00300153,0.56004208,198.0275521,5.145715967,69.91252494,38.91920867,52.7715813,0.557731472,2,Tea
21.38307281,0.497285181,95.89216381,6.086990462,54.15348141,36.06701123,53.55477994,1.629264895,2,wheat
16.52184829,0.659501491,306.0816006,6.985996315,55.27095051,148.3720316,104.1090078,0.554246208,0,maize
30.10825502,0.758214349,42.49196832,6.775559487,56.51049197,158.4232247,91.59382271,2.198924636,0,Mung Bean
26.28545817,0.686813109,212.6847331,6.47992989,82.49320561,69.09864557,72.77538567,2.506507383,2,Coconut
22.83457316,0.716515092,84.45332864,6.405513843,86.96971052,63.10913278,159.5640307,1.353666592,2,maize
21.24983957,0.743850787,191.2824737,6.989162384,68.26590661,153.5704484,152.442148,2.091261096,0,rice
23.47602134,0.573288149,142.6320814,5.595150957,63.536515,49.9508134,54.88247916,0.793126037,2,apple
24.18903071,0.606674374,186.4613525,4.742070766,69.24503839,40.97505963,57.44392216,1.287980795,2,Tea
26.95632751,0.703650673,192.1455523,6.507374969,71.02188846,96.53831607,120.8339559,1.10693655,0,Jute
28.57672548,0.517805352,62.83149215,3.908612908,61.8990758,87.69906684,71.40210943,2.485259933,3,Cotton
26.44643883,0.445996557,50.69520907,6.901125985,58.36812027,133.8526034,159.5640307,0.970102898,3,watermelon
30.70133017,0.835573125,72.18487056,5.049707556,54.15061713,35.67881969,49.09805507,1.816700889,1,mango
14.73141637,0.525825026,65.03843641,6.286886077,50.16625929,27.09968284,60.22315674,1.19537787,2,Chickpea
33.10778253,0.795376896,65.24441071,7.444581098,55.76237491,78.66758695,67.52948401,1.309404059,0,Black gram
29.63673357,0.785837557,53.77285596,7.472021459,58.92531638,54.61410545,51.83794143,1.376154148,1,Black gram
50.17984508,0.566437415,64.51616708,6.926729563,58.55802901,147.2900567,138.6051386,2.239163183,0,Cotton
34.27525471,0.59850732,95.86053832,6.444762859,60.61682339,57.50948201,52.30724897,1.421588441,0,Black gram
18.61582195,0.741791315,92.08357111,7.884005903,49.62656795,177.3144812,49.0256576,3.241983684,4,Chickpea
31.12036611,0.764142379,82.2914382,7.288767787,35.52771842,128.6490417,100.0146378,1.067692173,0,Black gram
27.10766383,0.545012143,60.41851217,7.525495037,58.06089162,113.9817574,70.34663632,2.154824358,3,Cotton
28.21714549,0.753447333,200.7521535,5.046364142,63.41136552,32.38784881,54.821233,2.121132552,1,Pigeon Peas
30.51397417,0.721561922,103.2843332,5.872976241,65.57728845,53.25684891,66.73436295,1.295667561,1,banana
28.94001833,0.680267746,101.6370996,6.029480335,62.45013551,46.7684875,46.9513759,2.195752051,2,banana
24.07972579,0.750859956,91.30105505,7.401977243,57.42958237,78.14172171,50.13902176,2.29961139,1,Cotton
21.47462229,0.610221626,138.5011625,6.631517801,35.52771842,69.68211608,74.30464146,2.189044842,2,wheat
50.17984508,0.744167969,53.18461807,6.336742019,49.62348182,36.2072145,51.35088164,1.138046959,1,Peas
31.09978829,0.394110071,93.0088653,4.924653699,59.66486869,34.6522256,54.28379118,1.932623548,2,mango
23.69295913,0.602039143,93.68651416,6.299017948,59.47066776,54.66602944,56.15481226,1.783306922,2,Cotton
19.17245213,0.635732328,67.91279231,7.715627749,52.70524472,42.07631535,66.54739361,1.018945137,0,Chickpea
18.5986871,0.581295595,54.19993225,6.065221689,51.73847345,42.65837193,32.71008227,1.476713574,2,Kidney Beans
11.28391848,0.463862919,61.81260143,6.147128297,52.66153455,54.42581386,58.18810285,2.087875122,2,grapes
24.02411963,0.67694261,65.81314195,6.444482615,58.33679459,81.98961407,64.06671664,2.096564492,2,Cotton
21.57438389,0.723122961,75.79724871,7.460259642,49.85717073,57.57961537,111.3207983,0.725797662,0,Chickpea
23.58279647,0.443496589,97.3559942,6.006450176,53.64366781,45.17002533,53.38355475,2.182653059,2,Kidney Beans
19.13823808,0.775333727,19.47587986,6.300432431,50.77777064,34.79148374,37.98798236,2.152779923,1,Peas
22.41622364,0.664726247,91.67335353,6.310212371,52.11135691,41.66811753,58.78910695,2.068257065,2,Chickpea
19.98884998,0.55046274,56.99329571,7.560886022,55.51676641,65.6044902,49.7744187,0.959048907,1,Cotton
22.30319619,0.713997072,114.0398521,5.620086455,64.38138152,38.37599606,159.5640307,1.03985103,2,apple
19.04317887,0.798384133,107.7720344,3.908612908,55.13793344,52.68609206,49.84658591,1.132752477,1,Tobacco
24.38705594,0.548280844,112.3144914,6.256670219,56.97780085,52.39397938,55.21303719,-0.280559958,2,wheat
29.1787814,0.617459125,99.85728883,5.883279779,62.06308434,45.97290456,55.55243979,1.28071272,2,banana
26.05732141,0.507284958,350.0154943,5.873603056,83.30929059,50.73556144,76.83405616,2.014101126,2,Rubber
21.40285156,0.425150244,112.0288675,6.651094428,57.95854995,82.75327758,73.6484034,0.935122441,3,maize
24.15899534,0.776698489,87.00237731,7.818621967,58.90201,-37.64973873,44.84104643,0.845540085,4,Cotton
34.05609647,0.782330467,134.6946402,7.153675535,61.63878692,143.4939804,146.3700796,2.60923898,0,Pigeon Peas
25.25774773,0.622280412,78.64266412,6.912282526,56.41433023,95.5119887,70.73237466,0.80440595,0,Cotton
26.54742003,0.693351486,207.3142953,6.381794035,67.71404351,41.518208,61.99335478,2.044503976,2,Coffee
4.011486444,0.618080332,30.19135722,7.131446071,51.1833809,57.06895649,103.2804009,1.859239389,3,Peas
28.45437884,0.650072349,108.8676768,6.590018505,61.92386892,91.34598647,78.90196951,1.553669258,0,maize
28.85952957,0.562834947,25.13069816,6.648146822,56.12456703,146.3136108,51.25906327,1.709610587,3,muskmelon
22.37829894,0.706893622,115.5090488,5.368828138,60.96719199,53.67413902,47.22259661,2.248037798,2,apple
53.43382966,0.722521296,164.5324487,6.693966853,70.48423922,-37.64973873,141.1868352,2.118155699,0,Adzuki Beans
22.83467898,0.474827277,127.2561616,6.576548869,64.67881121,72.70339982,-20.50910839,0.916496019,2,pomegranate
24.29213675,0.419623961,104.3548685,6.23715649,57.99384867,60.90799855,52.90462013,1.816563346,2,wheat
25.95594202,0.514567673,86.70259069,7.191327773,64.22158648,94.12480857,-20.50910839,0.780554285,3,Cotton
26.61720422,0.771360115,76.61889283,6.053799238,56.6872813,57.5375437,-20.50910839,0.660878763,2,Tobacco
20.08130391,0.700041549,53.5674913,6.871749789,48.27887715,41.83579697,72.44974781,1.052896802,0,Peas
21.97035305,0.734793622,132.3111979,8.82843282,35.52771842,66.66115472,66.9703826,3.241983684,2,apple
25.84865779,0.422904077,107.6502774,6.526244249,68.66560366,92.84060459,71.05414342,0.613665961,3,orange
22.52841743,0.792463494,249.2899971,5.242213908,74.4017201,30.29786725,58.49540264,2.091472486,1,Rubber
17.24775124,0.770790015,35.58227157,6.419203157,55.26598487,39.92600232,45.50064626,2.350405098,1,Peas
27.58928272,0.605998985,351.5995603,5.861054811,89.96730292,42.37239327,73.50311272,1.491748332,2,Rubber
29.06352516,0.554409988,60.81548788,7.788185836,57.94485556,40.66130595,46.04368726,1.764598749,1,Moth Beans
26.05675682,0.781453228,169.3600074,7.541712253,74.15088679,87.17151037,88.04067113,2.238795653,0,Jute
27.03104886,0.410684827,164.2256983,6.85253032,69.66710476,125.8934604,146.0265723,0.835360333,3,Coffee
32.49449796,0.424881429,73.74874031,7.228213935,50.08337199,79.06402222,63.40398532,2.139613559,3,Moth Beans
31.60663183,0.699515756,80.36617823,6.216734125,60.9776837,-37.64973873,58.75610408,2.050860833,2,Ground Nut
27.03183313,0.564555497,38.67928764,7.071727475,58.01487001,142.6422792,71.22314677,0.819687092,3,Mung Bean
28.80380486,0.633520796,172.6644563,6.513023312,71.14436913,73.44538709,77.93505749,0.900939904,2,Coconut
18.66403581,0.686284183,80.80299989,6.003998976,56.96792442,48.77121593,45.66481955,1.798970573,2,Tobacco
27.30724544,0.507692784,97.62741454,6.00319315,55.57533367,54.78231483,46.13912807,3.241983684,2,Tobacco
30.8103746,0.551486401,67.50393015,6.959283371,57.20620575,92.38556223,-20.50910839,2.263599155,3,Mung Bean
21.86593061,0.745575812,270.4839532,4.738248791,67.29466511,36.83641576,55.50803404,0.541863492,2,Tea
30.16750048,0.607798858,24.39127666,5.879567476,53.86794832,55.73071716,41.60975347,1.151585633,2,muskmelon
14.28942658,0.648373874,125.2545578,5.85411927,51.99010938,40.73532321,63.28657609,1.1590846,2,Kidney Beans
21.54852689,0.647259196,94.9842204,5.406396303,35.52771842,46.06973408,51.86005924,1.703373139,2,apple
26.24197519,0.755094665,212.7035133,6.883367121,78.03368731,151.0125215,153.0057123,1.517556229,0,rice
26.34534945,0.685254228,80.11965399,5.745727125,62.12840701,42.21263938,36.14083377,0.857711843,2,banana
42.0269392,0.39401682,47.46738845,5.730187803,51.39477307,30.24208585,42.56334001,1.920881482,2,millet
26.78007119,0.604432431,163.2213821,6.975964191,69.55915711,145.5473674,143.1916205,0.766217246,0,Jute
32.74823985,0.420444509,62.77855518,6.333469822,63.0631721,72.3622381,67.42162406,2.603740292,2,Ground Nut
31.1443403,0.653655322,59.251508,5.945180461,57.56853854,47.50400895,56.17749032,0.987960947,2,Ground Nut
24.60219251,0.4128188,86.96476007,6.765918502,55.83208958,138.9588035,113.3145894,2.543374429,3,Cotton
22.89108522,0.557996656,147.5637827,4.898496124,62.27074517,45.78265968,46.8993577,2.411798315,2,Tea
16.87596652,0.467203068,75.73415455,6.483107468,50.54648574,-37.64973873,74.41882287,1.214081316,3,Chickpea
18.3892244,0.606802828,31.64483361,6.875701529,52.40385644,63.93132967,159.5640307,1.458929923,0,Peas
23.66673314,0.467787651,46.68297191,6.719286409,55.2388212,144.2774024,75.53601481,1.310071191,3,watermelon
28.07927397,0.831180244,350.8547561,5.57875203,93.12992723,39.6204506,76.04363973,1.765405008,1,Rubber
22.0124235,0.685351021,67.89075341,7.719176113,62.74636159,105.2717262,159.5640307,1.818743573,0,Cotton
29.64501201,0.227436131,47.36392102,6.772306924,55.9773204,95.44953501,56.37125907,1.834298489,3,Mung Bean
